ShadHap1	L002	C36	NM261	NM	Illumina	NovaSeq6000
ShadHap1	L002	C37	NM262	NM	Illumina	NovaSeq6000
ShadHap1	L002	C38	NM263	NM	Illumina	NovaSeq6000
ShadHap1	L002	C39	NM264	NM	Illumina	NovaSeq6000
ShadHap1	L002	C40	NM267	NM	Illumina	NovaSeq6000
ShadHap1	L002	C41	ME322	ME	Illumina	NovaSeq6000
ShadHap1	L002	C42	ME325	ME	Illumina	NovaSeq6000
ShadHap1	L002	C43	ME327	ME	Illumina	NovaSeq6000
ShadHap1	L002	C44	ME328	ME	Illumina	NovaSeq6000
ShadHap1	L002	C45	ME329	ME	Illumina	NovaSeq6000
ShadHap1	L002	C46	ME330	ME	Illumina	NovaSeq6000
ShadHap1	L002	C47	ME331	ME	Illumina	NovaSeq6000
ShadHap1	L002	C48	ME332	ME	Illumina	NovaSeq6000
ShadHap1	L002	C49	DE599	DE	Illumina	NovaSeq6000
ShadHap1	L002	C50	DE600	DE	Illumina	NovaSeq6000
ShadHap1	L002	C51	DE601	DE	Illumina	NovaSeq6000
ShadHap1	L002	C52	DE602	DE	Illumina	NovaSeq6000
ShadHap1	L002	C53	DE603	DE	Illumina	NovaSeq6000
ShadHap1	L002	C54	DE604	DE	Illumina	NovaSeq6000
ShadHap1	L002	C55	DE605	DE	Illumina	NovaSeq6000
ShadHap1	L002	C56	DE606	DE	Illumina	NovaSeq6000
ShadHap1	L002	C57	KE648	KE	Illumina	NovaSeq6000
ShadHap1	L002	C58	KE649	KE	Illumina	NovaSeq6000
ShadHap1	L002	C59	KE650	KE	Illumina	NovaSeq6000
ShadHap1	L002	C60	KE651	KE	Illumina	NovaSeq6000
ShadHap1	L002	C61	KE652	KE	Illumina	NovaSeq6000
ShadHap1	L002	C62	KE653	KE	Illumina	NovaSeq6000
ShadHap1	L002	C63	KE654	KE	Illumina	NovaSeq6000
ShadHap1	L002	C64	KE655	KE	Illumina	NovaSeq6000
ShadHap1	L002	C65	SJ001	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C66	SJ002	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C67	SJ003	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C68	SJ004	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C69	SJ005	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C70	SJ006	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C71	SJ007	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C72	SJ008	SJ	Illumina	NovaSeq6000
ShadHap1	L002	C73	RK102	RK	Illumina	NovaSeq6000
ShadHap1	L002	C74	RK103	RK	Illumina	NovaSeq6000
ShadHap1	L002	C75	RK104	RK	Illumina	NovaSeq6000
ShadHap1	L002	C76	RK105	RK	Illumina	NovaSeq6000
ShadHap1	L002	C77	RK106	RK	Illumina	NovaSeq6000
ShadHap1	L002	C78	RK107	RK	Illumina	NovaSeq6000
ShadHap1	L002	C79	RK108	RK	Illumina	NovaSeq6000
ShadHap1	L002	C80	RK109	RK	Illumina	NovaSeq6000
ShadHap1	L002	C81	BL051	BL	Illumina	NovaSeq6000
ShadHap1	L002	C82	BL052	BL	Illumina	NovaSeq6000
ShadHap1	L002	C83	BL053	BL	Illumina	NovaSeq6000
ShadHap1	L002	C84	BL054	BL	Illumina	NovaSeq6000
ShadHap1	L002	C85	BL055	BL	Illumina	NovaSeq6000
ShadHap1	L002	C86	neg1	neg	Illumina	NovaSeq6000
ShadHap1	L002	C87	BL057	BL	Illumina	NovaSeq6000
ShadHap1	L002	C88	BL058	BL	Illumina	NovaSeq6000
ShadHap1	L002	C89	HU013	HU	Illumina	NovaSeq6000
ShadHap1	L002	C90	HU014	HU	Illumina	NovaSeq6000
ShadHap1	L002	C91	HU017	HU	Illumina	NovaSeq6000
ShadHap1	L002	C92	HU019	HU	Illumina	NovaSeq6000
ShadHap1	L002	C93	HU024	HU	Illumina	NovaSeq6000
ShadHap1	L002	C94	HU025	HU	Illumina	NovaSeq6000
ShadHap1	L002	C95	HU029	HU	Illumina	NovaSeq6000
ShadHap1	L002	C96	HU039	HU	Illumina	NovaSeq6000
ShadHap2	cat	C01	CO074	CO	Illumina	NovaSeq6000
ShadHap2	cat	C02	CO075	CO	Illumina	NovaSeq6000
ShadHap2	cat	C03	AW196b	AW	Illumina	NovaSeq6000
ShadHap2	cat	C04	CO077	CO	Illumina	NovaSeq6000
ShadHap2	cat	C05	CO078	CO	Illumina	NovaSeq6000
ShadHap2	cat	C06	CO079	CO	Illumina	NovaSeq6000
ShadHap2	cat	C07	CO080	CO	Illumina	NovaSeq6000
ShadHap2	cat	C08	CO081	CO	Illumina	NovaSeq6000
ShadHap2	cat	C09	PO138	PO	Illumina	NovaSeq6000
ShadHap2	cat	C10	PO139	PO	Illumina	NovaSeq6000
ShadHap2	cat	C11	PO140	PO	Illumina	NovaSeq6000
ShadHap2	cat	C12	BL054b	BL	Illumina	NovaSeq6000
ShadHap2	cat	C13	PO142	PO	Illumina	NovaSeq6000
ShadHap2	cat	C14	PO143	PO	Illumina	NovaSeq6000
ShadHap2	cat	C15	PO144	PO	Illumina	NovaSeq6000
ShadHap2	cat	C16	PO145	PO	Illumina	NovaSeq6000
ShadHap2	cat	C17	AW202	AW	Illumina	NovaSeq6000
ShadHap2	cat	C18	AW203	AW	Illumina	NovaSeq6000
ShadHap2	cat	C19	HU017b	HU	Illumina	NovaSeq6000
ShadHap2	cat	C20	AW205	AW	Illumina	NovaSeq6000
ShadHap2	cat	C21	AW206	AW	Illumina	NovaSeq6000
ShadHap2	cat	C22	AW207	AW	Illumina	NovaSeq6000
ShadHap2	cat	C23	AW208	AW	Illumina	NovaSeq6000
ShadHap2	cat	C24	AW209	AW	Illumina	NovaSeq6000
ShadHap2	cat	C25	NM268	NM	Illumina	NovaSeq6000
ShadHap2	cat	C26	NM276	NM	Illumina	NovaSeq6000
ShadHap2	cat	C27	NM277	NM	Illumina	NovaSeq6000
ShadHap2	cat	C28	NM278	NM	Illumina	NovaSeq6000
ShadHap2	cat	C29	NM279	NM	Illumina	NovaSeq6000
ShadHap2	cat	C30	NM280	NM	Illumina	NovaSeq6000
ShadHap2	cat	C31	NM291	NM	Illumina	NovaSeq6000
ShadHap2	cat	C32	neg2	neg	Illumina	NovaSeq6000
ShadHap2	cat	C33	ME333	ME	Illumina	NovaSeq6000
ShadHap2	cat	C34	ME334	ME	Illumina	NovaSeq6000
ShadHap2	cat	C35	ME335	ME	Illumina	NovaSeq6000
ShadHap2	cat	C36	ME336	ME	Illumina	NovaSeq6000
ShadHap2	cat	C37	ME337	ME	Illumina	NovaSeq6000
ShadHap2	cat	C38	ME338	ME	Illumina	NovaSeq6000
ShadHap2	cat	C39	ME339	ME	Illumina	NovaSeq6000
ShadHap2	cat	C40	ME340	ME	Illumina	NovaSeq6000
ShadHap2	cat	C41	DE607	DE	Illumina	NovaSeq6000
ShadHap2	cat	C42	DE608	DE	Illumina	NovaSeq6000
ShadHap2	cat	C43	DE609	DE	Illumina	NovaSeq6000
ShadHap2	cat	C44	DE610	DE	Illumina	NovaSeq6000
ShadHap2	cat	C45	DE611	DE	Illumina	NovaSeq6000
ShadHap2	cat	C46	DE612	DE	Illumina	NovaSeq6000
ShadHap2	cat	C47	DE613	DE	Illumina	NovaSeq6000
ShadHap2	cat	C48	DE614	DE	Illumina	NovaSeq6000
ShadHap2	cat	C49	KE656	KE	Illumina	NovaSeq6000
ShadHap2	cat	C50	KE657	KE	Illumina	NovaSeq6000
ShadHap2	cat	C51	KE658	KE	Illumina	NovaSeq6000
ShadHap2	cat	C52	KE659	KE	Illumina	NovaSeq6000
ShadHap2	cat	C53	KE660	KE	Illumina	NovaSeq6000
ShadHap2	cat	C54	KE661	KE	Illumina	NovaSeq6000
ShadHap2	cat	C55	KE662	KE	Illumina	NovaSeq6000
ShadHap2	cat	C56	KE663	KE	Illumina	NovaSeq6000
ShadHap2	cat	C57	SJ009	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C58	SJ010	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C59	SJ011	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C60	SJ012	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C61	SJ013	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C62	SJ014	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C63	SJ015	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C64	SJ016	SJ	Illumina	NovaSeq6000
ShadHap2	cat	C65	SM270	SM	Illumina	NovaSeq6000
ShadHap2	cat	C66	SM271	SM	Illumina	NovaSeq6000
ShadHap2	cat	C67	SM272	SM	Illumina	NovaSeq6000
ShadHap2	cat	C68	SM273	SM	Illumina	NovaSeq6000
ShadHap2	cat	C69	SM274	SM	Illumina	NovaSeq6000
ShadHap2	cat	C70	SM275	SM	Illumina	NovaSeq6000
ShadHap2	cat	C71	SM280	SM	Illumina	NovaSeq6000
ShadHap2	cat	C72	SM281	SM	Illumina	NovaSeq6000
ShadHap2	cat	C73	BL067	BL	Illumina	NovaSeq6000
ShadHap2	cat	C74	BL068	BL	Illumina	NovaSeq6000
ShadHap2	cat	C75	BL069	BL	Illumina	NovaSeq6000
ShadHap2	cat	C76	BL070	BL	Illumina	NovaSeq6000
ShadHap2	cat	C77	BL071	BL	Illumina	NovaSeq6000
ShadHap2	cat	C78	BL072	BL	Illumina	NovaSeq6000
ShadHap2	cat	C79	BL073	BL	Illumina	NovaSeq6000
ShadHap2	cat	C80	BL074	BL	Illumina	NovaSeq6000
ShadHap2	cat	C81	RK117	RK	Illumina	NovaSeq6000
ShadHap2	cat	C82	RK118	RK	Illumina	NovaSeq6000
ShadHap2	cat	C83	RK119	RK	Illumina	NovaSeq6000
ShadHap2	cat	C84	RK120	RK	Illumina	NovaSeq6000
ShadHap2	cat	C85	RK121	RK	Illumina	NovaSeq6000
ShadHap2	cat	C86	RK122	RK	Illumina	NovaSeq6000
ShadHap2	cat	C87	RK123	RK	Illumina	NovaSeq6000
ShadHap2	cat	C88	RK124	RK	Illumina	NovaSeq6000
ShadHap2	cat	C89	HU041	HU	Illumina	NovaSeq6000
ShadHap2	cat	C90	HU047	HU	Illumina	NovaSeq6000
ShadHap2	cat	C91	HU050	HU	Illumina	NovaSeq6000
ShadHap2	cat	C92	HU054	HU	Illumina	NovaSeq6000
ShadHap2	cat	C93	HU055	HU	Illumina	NovaSeq6000
ShadHap2	cat	C94	HU062	HU	Illumina	NovaSeq6000
ShadHap2	cat	C95	HU065	HU	Illumina	NovaSeq6000
ShadHap2	cat	C96	HU070	HU	Illumina	NovaSeq6000
ShadHap3	L001	C01	CO082	CO	Illumina	NovaSeq6000
ShadHap3	L001	C02	CO083	CO	Illumina	NovaSeq6000
ShadHap3	L001	C03	CO084	CO	Illumina	NovaSeq6000
ShadHap3	L001	C04	CO086	CO	Illumina	NovaSeq6000
ShadHap3	L001	C05	CO087	CO	Illumina	NovaSeq6000
ShadHap3	L001	C06	CO088	CO	Illumina	NovaSeq6000
ShadHap3	L001	C07	CO089	CO	Illumina	NovaSeq6000
ShadHap3	L001	C08	CO090	CO	Illumina	NovaSeq6000
ShadHap3	L001	C09	PO146	PO	Illumina	NovaSeq6000
ShadHap3	L001	C10	PO147	PO	Illumina	NovaSeq6000
ShadHap3	L001	C11	PO148	PO	Illumina	NovaSeq6000
ShadHap3	L001	C12	PO149	PO	Illumina	NovaSeq6000
ShadHap3	L001	C13	PO150	PO	Illumina	NovaSeq6000
ShadHap3	L001	C14	PO151	PO	Illumina	NovaSeq6000
ShadHap3	L001	C15	PO152	PO	Illumina	NovaSeq6000
ShadHap3	L001	C16	PO153	PO	Illumina	NovaSeq6000
ShadHap3	L001	C17	AW210	AW	Illumina	NovaSeq6000
ShadHap3	L001	C18	AW211	AW	Illumina	NovaSeq6000
ShadHap3	L001	C19	AW212	AW	Illumina	NovaSeq6000
ShadHap3	L001	C20	AW213	AW	Illumina	NovaSeq6000
ShadHap3	L001	C21	AW214	AW	Illumina	NovaSeq6000
ShadHap3	L001	C22	AW215	AW	Illumina	NovaSeq6000
ShadHap3	L001	C23	AW216	AW	Illumina	NovaSeq6000
ShadHap3	L001	C24	AW217	AW	Illumina	NovaSeq6000
ShadHap3	L001	C25	NM292	NM	Illumina	NovaSeq6000
ShadHap3	L001	C26	NM293	NM	Illumina	NovaSeq6000
ShadHap3	L001	C27	AW196c	AW	Illumina	NovaSeq6000
ShadHap3	L001	C28	NM295	NM	Illumina	NovaSeq6000
ShadHap3	L001	C29	NM296	NM	Illumina	NovaSeq6000
ShadHap3	L001	C30	NM297	NM	Illumina	NovaSeq6000
ShadHap3	L001	C31	NM305	NM	Illumina	NovaSeq6000
ShadHap3	L001	C32	NM306	NM	Illumina	NovaSeq6000
ShadHap3	L001	C33	ME341	ME	Illumina	NovaSeq6000
ShadHap3	L001	C34	ME342	ME	Illumina	NovaSeq6000
ShadHap3	L001	C35	ME343	ME	Illumina	NovaSeq6000
ShadHap3	L001	C36	BL054c	BL	Illumina	NovaSeq6000
ShadHap3	L001	C37	ME345	ME	Illumina	NovaSeq6000
ShadHap3	L001	C38	ME346	ME	Illumina	NovaSeq6000
ShadHap3	L001	C39	ME347	ME	Illumina	NovaSeq6000
ShadHap3	L001	C40	ME348	ME	Illumina	NovaSeq6000
ShadHap3	L001	C41	DE615	DE	Illumina	NovaSeq6000
ShadHap3	L001	C42	DE616	DE	Illumina	NovaSeq6000
ShadHap3	L001	C43	HU017c	HU	Illumina	NovaSeq6000
ShadHap3	L001	C44	DE618	DE	Illumina	NovaSeq6000
ShadHap3	L001	C45	DE619	DE	Illumina	NovaSeq6000
ShadHap3	L001	C46	DE620	DE	Illumina	NovaSeq6000
ShadHap3	L001	C47	DE621	DE	Illumina	NovaSeq6000
ShadHap3	L001	C48	DE622	DE	Illumina	NovaSeq6000
ShadHap3	L001	C49	KE664	KE	Illumina	NovaSeq6000
ShadHap3	L001	C50	KE665	KE	Illumina	NovaSeq6000
ShadHap3	L001	C51	KE666	KE	Illumina	NovaSeq6000
ShadHap3	L001	C52	KE667	KE	Illumina	NovaSeq6000
ShadHap3	L001	C53	KE668	KE	Illumina	NovaSeq6000
ShadHap3	L001	C54	KE669	KE	Illumina	NovaSeq6000
ShadHap3	L001	C55	KE670	KE	Illumina	NovaSeq6000
ShadHap3	L001	C56	KE671	KE	Illumina	NovaSeq6000
ShadHap3	L001	C57	SJ017	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C58	SJ018	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C59	SJ019	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C60	SJ020	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C61	SJ021	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C62	SJ022	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C63	SJ023	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C64	SJ024	SJ	Illumina	NovaSeq6000
ShadHap3	L001	C65	SC017	SC	Illumina	NovaSeq6000
ShadHap3	L001	C66	SC018	SC	Illumina	NovaSeq6000
ShadHap3	L001	C67	SC019	SC	Illumina	NovaSeq6000
ShadHap3	L001	C68	SC020	SC	Illumina	NovaSeq6000
ShadHap3	L001	C69	SC021	SC	Illumina	NovaSeq6000
ShadHap3	L001	C70	SC022	SC	Illumina	NovaSeq6000
ShadHap3	L001	C71	SC023	SC	Illumina	NovaSeq6000
ShadHap3	L001	C72	SC024	SC	Illumina	NovaSeq6000
ShadHap3	L001	C73	BL075	BL	Illumina	NovaSeq6000
ShadHap3	L001	C74	BL076	BL	Illumina	NovaSeq6000
ShadHap3	L001	C75	BL077	BL	Illumina	NovaSeq6000
ShadHap3	L001	C76	BL078	BL	Illumina	NovaSeq6000
ShadHap3	L001	C77	BL079	BL	Illumina	NovaSeq6000
ShadHap3	L001	C78	BL080	BL	Illumina	NovaSeq6000
ShadHap3	L001	C79	BL081	BL	Illumina	NovaSeq6000
ShadHap3	L001	C80	BL082	BL	Illumina	NovaSeq6000
ShadHap3	L001	C81	RK125	RK	Illumina	NovaSeq6000
ShadHap3	L001	C82	RK126	RK	Illumina	NovaSeq6000
ShadHap3	L001	C83	RK127	RK	Illumina	NovaSeq6000
ShadHap3	L001	C84	RK128	RK	Illumina	NovaSeq6000
ShadHap3	L001	C85	RK129	RK	Illumina	NovaSeq6000
ShadHap3	L001	C86	RK130	RK	Illumina	NovaSeq6000
ShadHap3	L001	C87	RK131	RK	Illumina	NovaSeq6000
ShadHap3	L001	C88	RK132	RK	Illumina	NovaSeq6000
ShadHap3	L001	C89	HU073	HU	Illumina	NovaSeq6000
ShadHap3	L001	C90	HU076	HU	Illumina	NovaSeq6000
ShadHap3	L001	C91	HU082	HU	Illumina	NovaSeq6000
ShadHap3	L001	C92	HU085	HU	Illumina	NovaSeq6000
ShadHap3	L001	C93	HU088	HU	Illumina	NovaSeq6000
ShadHap3	L001	C94	HU089	HU	Illumina	NovaSeq6000
ShadHap3	L001	C95	HU090	HU	Illumina	NovaSeq6000
ShadHap3	L001	C96	neg3	neg	Illumina	NovaSeq6000
ShadHap4	L002	C01	CO085	CO	Illumina	NovaSeq6000
ShadHap4	L002	C02	CO091	CO	Illumina	NovaSeq6000
ShadHap4	L002	C03	CO092	CO	Illumina	NovaSeq6000
ShadHap4	L002	C04	CO097	CO	Illumina	NovaSeq6000
ShadHap4	L002	C05	CO098	CO	Illumina	NovaSeq6000
ShadHap4	L002	C06	CO099	CO	Illumina	NovaSeq6000
ShadHap4	L002	C07	CO100	CO	Illumina	NovaSeq6000
ShadHap4	L002	C08	CO101	CO	Illumina	NovaSeq6000
ShadHap4	L002	C09	SC009	SC	Illumina	NovaSeq6000
ShadHap4	L002	C10	SC010	SC	Illumina	NovaSeq6000
ShadHap4	L002	C11	SC011	SC	Illumina	NovaSeq6000
ShadHap4	L002	C12	SC012	SC	Illumina	NovaSeq6000
ShadHap4	L002	C13	SC013	SC	Illumina	NovaSeq6000
ShadHap4	L002	C14	SC014	SC	Illumina	NovaSeq6000
ShadHap4	L002	C15	SC015	SC	Illumina	NovaSeq6000
ShadHap4	L002	C16	SC016	SC	Illumina	NovaSeq6000
ShadHap4	L002	C17	PO154	PO	Illumina	NovaSeq6000
ShadHap4	L002	C18	PO155	PO	Illumina	NovaSeq6000
ShadHap4	L002	C19	PO156	PO	Illumina	NovaSeq6000
ShadHap4	L002	C20	PO157	PO	Illumina	NovaSeq6000
ShadHap4	L002	C21	PO158	PO	Illumina	NovaSeq6000
ShadHap4	L002	C22	PO159	PO	Illumina	NovaSeq6000
ShadHap4	L002	C23	PO160	PO	Illumina	NovaSeq6000
ShadHap4	L002	C24	PO161	PO	Illumina	NovaSeq6000
ShadHap4	L002	C25	AW218	AW	Illumina	NovaSeq6000
ShadHap4	L002	C26	AW219	AW	Illumina	NovaSeq6000
ShadHap4	L002	C27	AW220	AW	Illumina	NovaSeq6000
ShadHap4	L002	C28	AW221	AW	Illumina	NovaSeq6000
ShadHap4	L002	C29	AW222	AW	Illumina	NovaSeq6000
ShadHap4	L002	C30	AW223	AW	Illumina	NovaSeq6000
ShadHap4	L002	C31	AW224	AW	Illumina	NovaSeq6000
ShadHap4	L002	C32	AW225	AW	Illumina	NovaSeq6000
ShadHap4	L002	C33	BL059	BL	Illumina	NovaSeq6000
ShadHap4	L002	C34	NM308	NM	Illumina	NovaSeq6000
ShadHap4	L002	C35	neg4	neg	Illumina	NovaSeq6000
ShadHap4	L002	C36	BL062	BL	Illumina	NovaSeq6000
ShadHap4	L002	C37	BL063	BL	Illumina	NovaSeq6000
ShadHap4	L002	C38	BL064	BL	Illumina	NovaSeq6000
ShadHap4	L002	C39	BL065	BL	Illumina	NovaSeq6000
ShadHap4	L002	C40	BL066	BL	Illumina	NovaSeq6000
ShadHap4	L002	C41	ME354	ME	Illumina	NovaSeq6000
ShadHap4	L002	C42	ME355	ME	Illumina	NovaSeq6000
ShadHap4	L002	C43	ME356	ME	Illumina	NovaSeq6000
ShadHap4	L002	C44	ME357	ME	Illumina	NovaSeq6000
ShadHap4	L002	C45	ME358	ME	Illumina	NovaSeq6000
ShadHap4	L002	C46	ME359	ME	Illumina	NovaSeq6000
ShadHap4	L002	C47	ME360	ME	Illumina	NovaSeq6000
ShadHap4	L002	C48	ME361	ME	Illumina	NovaSeq6000
ShadHap4	L002	C49	DE623	DE	Illumina	NovaSeq6000
ShadHap4	L002	C50	DE624	DE	Illumina	NovaSeq6000
ShadHap4	L002	C51	DE625	DE	Illumina	NovaSeq6000
ShadHap4	L002	C52	DE626	DE	Illumina	NovaSeq6000
ShadHap4	L002	C53	DE627	DE	Illumina	NovaSeq6000
ShadHap4	L002	C54	DE628	DE	Illumina	NovaSeq6000
ShadHap4	L002	C55	DE629	DE	Illumina	NovaSeq6000
ShadHap4	L002	C56	DE630	DE	Illumina	NovaSeq6000
ShadHap4	L002	C57	KE672	KE	Illumina	NovaSeq6000
ShadHap4	L002	C58	KE673	KE	Illumina	NovaSeq6000
ShadHap4	L002	C59	AW196d	AW	Illumina	NovaSeq6000
ShadHap4	L002	C60	KE675	KE	Illumina	NovaSeq6000
ShadHap4	L002	C61	KE676	KE	Illumina	NovaSeq6000
ShadHap4	L002	C62	KE678	KE	Illumina	NovaSeq6000
ShadHap4	L002	C63	KE679	KE	Illumina	NovaSeq6000
ShadHap4	L002	C64	KE680	KE	Illumina	NovaSeq6000
ShadHap4	L002	C65	SJ025	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C66	SJ026	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C67	SJ027	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C68	BL054d	BL	Illumina	NovaSeq6000
ShadHap4	L002	C69	SJ029	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C70	SJ030	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C71	SJ031	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C72	SJ032	SJ	Illumina	NovaSeq6000
ShadHap4	L002	C73	SC025	SC	Illumina	NovaSeq6000
ShadHap4	L002	C74	SC026	SC	Illumina	NovaSeq6000
ShadHap4	L002	C75	SC027	SC	Illumina	NovaSeq6000
ShadHap4	L002	C76	SC028	SC	Illumina	NovaSeq6000
ShadHap4	L002	C77	SC029	SC	Illumina	NovaSeq6000
ShadHap4	L002	C78	SC030	SC	Illumina	NovaSeq6000
ShadHap4	L002	C79	SC031	SC	Illumina	NovaSeq6000
ShadHap4	L002	C80	HU109	HU	Illumina	NovaSeq6000
ShadHap4	L002	C81	RK133	RK	Illumina	NovaSeq6000
ShadHap4	L002	C82	RK134	RK	Illumina	NovaSeq6000
ShadHap4	L002	C83	RK135	RK	Illumina	NovaSeq6000
ShadHap4	L002	C84	RK136	RK	Illumina	NovaSeq6000
ShadHap4	L002	C85	HU132	HU	Illumina	NovaSeq6000
ShadHap4	L002	C86	HU140	HU	Illumina	NovaSeq6000
ShadHap4	L002	C87	BL060	BL	Illumina	NovaSeq6000
ShadHap4	L002	C88	BL061	BL	Illumina	NovaSeq6000
ShadHap4	L002	C89	HU091	HU	Illumina	NovaSeq6000
ShadHap4	L002	C90	HU095	HU	Illumina	NovaSeq6000
ShadHap4	L002	C91	HU017d	HU	Illumina	NovaSeq6000
ShadHap4	L002	C92	HU117	HU	Illumina	NovaSeq6000
ShadHap4	L002	C93	HU123	HU	Illumina	NovaSeq6000
ShadHap4	L002	C94	HU125	HU	Illumina	NovaSeq6000
ShadHap4	L002	C95	RK137	RK	Illumina	NovaSeq6000
ShadHap4	L002	C96	RK138	RK	Illumina	NovaSeq6000
